ANO;LOCALIDAD;SEXO;EDAD_QUINQUENAL;CAUSAS_667;CAUSAS_105;TOTAL_CASOS
2018;Engativá;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);8
2018;Engativá;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios);8
2018;Engativá;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);3
2018;Engativá;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);4
2018;Engativá;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);5
2018;Engativá;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios);1
2018;Engativá;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios);1
2018;Engativá;Hombres;85 a 89;Agresiones (homicidios);Agresiones (homicidios);1
2018;Fontibón;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios);1
2018;Fontibón;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios);2
2018;Fontibón;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);4
2018;Fontibón;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios);3
2018;Fontibón;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);2
2018;Fontibón;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);1
2018;Fontibón;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);3
2018;Fontibón;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios);1
2018;Fontibón;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios);1
2018;Fontibón;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios);1
2018;Kennedy;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios);2
2018;Kennedy;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios);15
2018;Kennedy;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios);21
2018;Kennedy;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);23
2018;Kennedy;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios);10
2018;Kennedy;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);10
2018;Kennedy;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);9
2018;Kennedy;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);6
2018;Kennedy;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios);5
2018;Kennedy;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios);5
2018;Kennedy;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios);2
2018;Kennedy;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios);1
2018;Kennedy;Hombres;80 a 84;Agresiones (homicidios);Agresiones (homicidios);1
2018;Los Mártires;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios);2
2018;Los Mártires;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios);3
2018;Los Mártires;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);3
2018;Los Mártires;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios);2
2018;Los Mártires;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);2
2018;Los Mártires;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);2
2018;Los Mártires;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);4
2018;Los Mártires;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios);1
2018;Los Mártires;Hombres;75 a 79;Agresiones (homicidios);Agresiones (homicidios);1
2018;Puente Aranda;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios);6
2018;Puente Aranda;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);2
2018;Puente Aranda;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios);1
2018;Puente Aranda;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);3
2018;Puente Aranda;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);2
2018;Puente Aranda;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);1
2018;Puente Aranda;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios);1
2018;Puente Aranda;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios);2
2018;Rafael Uribe Uribe;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios);1
2018;Rafael Uribe Uribe;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios);9
2018;Rafael Uribe Uribe;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios);10
2018;Rafael Uribe Uribe;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);9
2018;Rafael Uribe Uribe;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios);14
2018;Rafael Uribe Uribe;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);7
2018;Rafael Uribe Uribe;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);7
2018;Rafael Uribe Uribe;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);5
2018;Rafael Uribe Uribe;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios);2
2018;Rafael Uribe Uribe;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios);2
2018;Rafael Uribe Uribe;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios);1
2018;Rafael Uribe Uribe;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios);1
2018;Rafael Uribe Uribe;Hombres;75 a 79;Agresiones (homicidios);Agresiones (homicidios);1
2018;Rafael Uribe Uribe;Hombres;80 a 84;Agresiones (homicidios);Agresiones (homicidios);1
2018;San Cristóbal;Hombres;0 a 4;Agresiones (homicidios);Agresiones (homicidios);1
2018;San Cristóbal;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios);1
2018;San Cristóbal;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios);9
2018;San Cristóbal;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios);9
2018;San Cristóbal;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);16
2018;San Cristóbal;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios);10
2018;San Cristóbal;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);8
2018;San Cristóbal;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);5
2018;San Cristóbal;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);1
2018;San Cristóbal;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios);1
2018;San Cristóbal;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios);2
2018;Santa Fe;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios);2
2018;Santa Fe;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);3
2018;Santa Fe;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios);3
2018;Santa Fe;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);5
2018;Santa Fe;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);4
2018;Santa Fe;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);3
2018;Santa Fe;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios);1
2018;Santa Fe;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios);1
2018;Sin Dato;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios);1
2018;Sin Dato;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios);14
2018;Sin Dato;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios);17
2018;Sin Dato;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);36
2018;Sin Dato;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios);17
2018;Sin Dato;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);23
2018;Sin Dato;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);13
2018;Sin Dato;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);4
2018;Sin Dato;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios);4
2018;Sin Dato;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios);9
2018;Sin Dato;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios);3
2018;Sin Dato;Hombres;75 a 79;Agresiones (homicidios);Agresiones (homicidios);1
2018;Suba;Hombres;0 a 4;Agresiones (homicidios);Agresiones (homicidios);1
2018;Suba;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios);3
2018;Suba;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios);17
2018;Suba;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);7
2018;Suba;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios);15
2018;Suba;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);11
2018;Suba;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);5
2018;Suba;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);7
2018;Suba;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios);6
2018;Suba;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios);3
2018;Suba;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios);1
2018;Teusaquillo;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);1
2018;Teusaquillo;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);2
2018;Teusaquillo;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);2
2018;Tunjuelito;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios);2
2018;Tunjuelito;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios);4
2018;Tunjuelito;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);6
2018;Tunjuelito;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);1
2018;Tunjuelito;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);1
2018;Tunjuelito;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);1
2018;Tunjuelito;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios);2
2018;Tunjuelito;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios);1
2018;Usaquén;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios);2
2018;Usaquén;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios);6
2018;Usaquén;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);5
2018;Usaquén;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios);3
2018;Usaquén;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);5
2018;Usaquén;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);1
2018;Usaquén;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);5
2018;Usaquén;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios);2
2018;Usaquén;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios);1
2018;Usaquén;Hombres;75 a 79;Agresiones (homicidios);Agresiones (homicidios);1
2018;Usme;Hombres;0 a 4;Agresiones (homicidios);Agresiones (homicidios);1
2018;Usme;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios);9
2018;Usme;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios);15
2018;Usme;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios);9
2018;Usme;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios);11
2018;Usme;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios);5
2018;Usme;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios);7
2018;Usme;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios);6
2018;Usme;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios);3
2018;Usme;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios);4
2018;Usme;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios);2
2018;Usme;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios);1
2019;Antonio Nariño;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Antonio Nariño;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Antonio Nariño;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Antonio Nariño;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2019;Antonio Nariño;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Antonio Nariño;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Antonio Nariño;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Antonio Nariño;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Barrios Unidos;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Barrios Unidos;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Barrios Unidos;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Barrios Unidos;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Barrios Unidos;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Barrios Unidos;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;Barrios Unidos;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Barrios Unidos;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Barrios Unidos;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Bosa;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;11
2019;Bosa;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;14
2019;Bosa;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;18
2019;Bosa;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;20
2019;Bosa;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;14
2019;Bosa;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;11
2019;Bosa;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2019;Bosa;Hombres;5 a 9;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Bosa;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2019;Bosa;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Bosa;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Bosa;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Bosa;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Chapinero;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Chapinero;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;Chapinero;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Chapinero;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Chapinero;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Chapinero;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2019;Chapinero;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Chapinero;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Chapinero;Hombres;85 a 89;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Ciudad Bolívar;Hombres;0 a 4;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Ciudad Bolívar;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Ciudad Bolívar;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;10
2019;Ciudad Bolívar;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;33
2019;Ciudad Bolívar;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;40
2019;Ciudad Bolívar;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;29
2019;Ciudad Bolívar;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;22
2019;Ciudad Bolívar;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2019;Ciudad Bolívar;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;8
2019;Ciudad Bolívar;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;Ciudad Bolívar;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Ciudad Bolívar;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2019;Ciudad Bolívar;Hombres;80 a 84;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Engativá;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;11
2019;Engativá;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2019;Engativá;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;10
2019;Engativá;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;10
2019;Engativá;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Engativá;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;9
2019;Engativá;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2019;Engativá;Hombres;5 a 9;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Engativá;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Engativá;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Engativá;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Engativá;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Engativá;Hombres;80 a 84;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Fontibón;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Fontibón;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Fontibón;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2019;Fontibón;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Fontibón;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Fontibón;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Fontibón;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;Fontibón;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Fontibón;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Kennedy;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;15
2019;Kennedy;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;29
2019;Kennedy;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;14
2019;Kennedy;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;18
2019;Kennedy;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;15
2019;Kennedy;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2019;Kennedy;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2019;Kennedy;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;Kennedy;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2019;Kennedy;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;9
2019;Kennedy;Hombres;65 a 69;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Kennedy;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;La Candelaria;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Los Mártires;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Los Mártires;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Los Mártires;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Los Mártires;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2019;Los Mártires;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Los Mártires;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Los Mártires;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Los Mártires;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Puente Aranda;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Puente Aranda;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Puente Aranda;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;10
2019;Puente Aranda;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Puente Aranda;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2019;Puente Aranda;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Puente Aranda;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Puente Aranda;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Puente Aranda;Hombres;5 a 9;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Puente Aranda;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Rafael Uribe Uribe;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Rafael Uribe Uribe;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;13
2019;Rafael Uribe Uribe;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;11
2019;Rafael Uribe Uribe;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;11
2019;Rafael Uribe Uribe;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2019;Rafael Uribe Uribe;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Rafael Uribe Uribe;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Rafael Uribe Uribe;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;Rafael Uribe Uribe;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;Rafael Uribe Uribe;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Rafael Uribe Uribe;Hombres;75 a 79;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;San Cristóbal;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;San Cristóbal;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2019;San Cristóbal;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2019;San Cristóbal;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;15
2019;San Cristóbal;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;San Cristóbal;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;5
2019;San Cristóbal;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;San Cristóbal;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;San Cristóbal;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;San Cristóbal;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;San Cristóbal;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Santa Fe;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Santa Fe;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Santa Fe;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Santa Fe;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;Santa Fe;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;Santa Fe;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;2
2019;Santa Fe;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Santa Fe;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Santa Fe;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;Santa Fe;Hombres;70 a 74;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Santa Fe;Hombres;75 a 79;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Sin Dato;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;12
2019;Sin Dato;Hombres;20 a 24;Agresiones (homicidios);Agresiones (homicidios) y secuelas;20
2019;Sin Dato;Hombres;25 a 29;Agresiones (homicidios);Agresiones (homicidios) y secuelas;15
2019;Sin Dato;Hombres;30 a 34;Agresiones (homicidios);Agresiones (homicidios) y secuelas;14
2019;Sin Dato;Hombres;35 a 39;Agresiones (homicidios);Agresiones (homicidios) y secuelas;13
2019;Sin Dato;Hombres;40 a 44;Agresiones (homicidios);Agresiones (homicidios) y secuelas;6
2019;Sin Dato;Hombres;45 a 49;Agresiones (homicidios);Agresiones (homicidios) y secuelas;7
2019;Sin Dato;Hombres;50 a 54;Agresiones (homicidios);Agresiones (homicidios) y secuelas;12
2019;Sin Dato;Hombres;55 a 59;Agresiones (homicidios);Agresiones (homicidios) y secuelas;3
2019;Sin Dato;Hombres;60 a 64;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
2019;Suba;Hombres;10 a 14;Agresiones (homicidios);Agresiones (homicidios) y secuelas;1
2019;Suba;Hombres;15 a 19;Agresiones (homicidios);Agresiones (homicidios) y secuelas;4
